Entry_Time,Entry_Price,Direction,Stop_Loss,Take_Profit,Intended_RR,Position_Size,Exit_Time,Exit_Price,Exit_Reason,PnL,Actual_RR,Balance_After,Return_Pct
2025-07-12 08:00:00,25293.3594,BUY,25233.3594,25413.3594,2.0,1,2025-07-14 02:00:00,25289.8194,EMA9_SIGNAL,-3.54,2.0,10247.12,-0.014
2025-07-12 16:00:00,25295.6349,SELL,25355.6349,25175.6349,2.0,1,2025-07-12 21:00:00,25299.1749,EMA9_SIGNAL,-3.54,2.0,10243.58,-0.014
2025-07-13 00:00:00,25297.4375,BUY,25237.4375,25417.4375,2.0,1,2025-07-13 06:00:00,25293.8975,EMA9_SIGNAL,-3.54,2.0,10240.04,-0.014
2025-07-13 08:00:00,25298.7643,SELL,25358.7643,25178.7643,2.0,1,2025-07-15 19:00:00,25302.3043,EMA9_SIGNAL,-3.54,2.0,10236.5,-0.014
2025-07-13 16:00:00,25299.613,BUY,25239.613,25419.613,2.0,1,2025-07-17 04:00:00,25324.613,EMA9_SIGNAL,25.0,2.0,10261.5,0.0988
2025-07-14 00:00:00,25299.9825,SELL,25359.9825,25179.9825,2.0,1,2025-07-16 14:00:00,25274.9825,EMA9_SIGNAL,25.0,2.0,10286.5,0.0988
2025-07-14 08:00:00,25299.8721,BUY,25239.8721,25419.8721,2.0,1,2025-07-14 13:00:00,25296.3321,EMA9_SIGNAL,-3.54,2.0,10282.96,-0.014
2025-07-14 16:00:00,25299.2819,SELL,25359.2819,25179.2819,2.0,1,2025-07-14 21:00:00,25302.8219,EMA9_SIGNAL,-3.54,2.0,10279.42,-0.014
2025-07-15 00:00:00,25298.213,BUY,25238.213,25418.213,2.0,1,2025-07-18 23:00:00,25294.673,EMA9_SIGNAL,-3.54,2.0,10275.88,-0.014
2025-07-15 08:00:00,25296.6669,SELL,25356.6669,25176.6669,2.0,1,2025-07-17 17:00:00,25271.6669,EMA9_SIGNAL,25.0,2.0,10300.88,0.0988
2025-07-15 16:00:00,25294.6463,BUY,25234.6463,25414.6463,2.0,1,2025-07-19 10:00:00,25291.1063,EMA9_SIGNAL,-3.54,2.0,10297.34,-0.014
2025-07-16 00:00:00,25292.1543,SELL,25352.1543,25172.1543,2.0,1,2025-07-16 04:00:00,25267.1543,EMA9_SIGNAL,25.0,2.0,10322.34,0.0988
2025-07-16 08:00:00,25289.1949,BUY,25229.1949,25409.1949,2.0,1,2025-07-17 06:00:00,25285.6549,EMA9_SIGNAL,-3.54,2.0,10318.8,-0.014
2025-07-16 16:00:00,25285.7729,SELL,25345.7729,25165.7729,2.0,1,2025-07-16 21:00:00,25289.3129,EMA9_SIGNAL,-3.54,2.0,10315.26,-0.014
2025-07-17 00:00:00,25281.8936,BUY,25221.8936,25401.8936,2.0,1,2025-07-19 08:00:00,25306.8936,EMA9_SIGNAL,25.0,2.0,10340.26,0.0989
2025-07-17 08:00:00,25277.5635,SELL,25337.5635,25157.5635,2.0,1,2025-07-19 07:00:00,25281.1035,EMA9_SIGNAL,-3.54,2.0,10336.72,-0.014
2025-07-17 16:00:00,25272.7892,BUY,25212.7892,25392.7892,2.0,1,2025-07-21 13:00:00,25269.2492,EMA9_SIGNAL,-3.54,2.0,10333.18,-0.014
2025-07-18 00:00:00,25267.5786,SELL,25327.5786,25147.5786,2.0,1,2025-07-19 11:00:00,25271.1186,EMA9_SIGNAL,-3.54,2.0,10329.64,-0.014
2025-07-18 08:00:00,25261.9399,BUY,25201.9399,25381.9399,2.0,1,2025-07-21 09:00:00,25286.9399,EMA9_SIGNAL,25.0,2.0,10354.64,0.099
2025-07-18 16:00:00,25255.8821,SELL,25315.8821,25135.8821,2.0,1,2025-07-20 03:00:00,25259.4221,EMA9_SIGNAL,-3.54,2.0,10351.1,-0.014
2025-07-19 00:00:00,25249.415,BUY,25189.415,25369.415,2.0,1,2025-07-21 23:00:00,25245.875,EMA9_SIGNAL,-3.54,2.0,10347.56,-0.014
2025-07-19 08:00:00,25242.5489,SELL,25302.5489,25122.5489,2.0,1,2025-07-21 18:00:00,25217.5489,EMA9_SIGNAL,25.0,2.0,10372.56,0.099
2025-07-19 16:00:00,25235.2948,BUY,25175.2948,25355.2948,2.0,1,2025-07-22 22:00:00,25260.2948,EMA9_SIGNAL,25.0,2.0,10397.56,0.0991
2025-07-20 00:00:00,25227.6642,SELL,25287.6642,25107.6642,2.0,1,2025-07-22 11:00:00,25202.6642,EMA9_SIGNAL,25.0,2.0,10422.56,0.0991
2025-07-20 08:00:00,25219.6694,BUY,25159.6694,25339.6694,2.0,1,2025-07-21 04:00:00,25216.1294,EMA9_SIGNAL,-3.54,2.0,10419.02,-0.014
2025-07-20 16:00:00,25211.3232,SELL,25271.3232,25091.3232,2.0,1,2025-07-22 09:00:00,25214.8632,EMA9_SIGNAL,-3.54,2.0,10415.48,-0.014
2025-07-21 00:00:00,25202.639,BUY,25142.639,25322.639,2.0,1,2025-07-22 03:00:00,25142.639,STOP_LOSS,-3.54,2.0,10411.94,-0.014
2025-07-21 08:00:00,25193.6305,SELL,25253.6305,25073.6305,2.0,1,2025-07-24 08:00:00,25253.6305,STOP_LOSS,25.0,2.0,10436.94,0.0992
2025-07-21 16:00:00,25184.3123,BUY,25124.3123,25304.3123,2.0,1,2025-07-24 17:00:00,25124.3123,STOP_LOSS,-3.54,2.0,10433.4,-0.0141
2025-07-22 00:00:00,25174.6992,SELL,25234.6992,25054.6992,2.0,1,2025-07-25 17:00:00,25234.6992,STOP_LOSS,25.0,2.0,10458.4,0.0993
2025-07-22 08:00:00,25164.8066,BUY,25104.8066,25284.8066,2.0,1,2025-07-22 22:00:00,25104.8066,STOP_LOSS,-3.54,2.0,10454.86,-0.0141
2025-07-22 16:00:00,25154.6504,SELL,25214.6504,25034.6504,2.0,1,2025-07-23 11:00:00,25214.6504,STOP_LOSS,-3.54,2.0,10451.32,-0.0141
2025-07-23 00:00:00,25144.2468,BUY,25084.2468,25264.2468,2.0,1,2025-07-26 04:00:00,25084.2468,STOP_LOSS,25.0,2.0,10476.32,0.0994
2025-07-23 08:00:00,25133.6124,SELL,25193.6124,25013.6124,2.0,1,2025-07-25 22:00:00,25193.6124,STOP_LOSS,-3.54,2.0,10472.78,-0.0141
2025-07-23 16:00:00,25122.7643,BUY,25062.7643,25242.7643,2.0,1,2025-07-26 17:00:00,25062.7643,STOP_LOSS,-3.54,2.0,10469.24,-0.0141
2025-07-24 00:00:00,25111.7197,SELL,25171.7197,24991.7197,2.0,1,2025-07-27 11:00:00,25171.7197,STOP_LOSS,25.0,2.0,10494.24,0.0996
2025-07-24 08:00:00,25100.4964,BUY,25040.4964,25220.4964,2.0,1,2025-07-24 14:00:00,25040.4964,STOP_LOSS,-3.54,2.0,10490.7,-0.0141
2025-07-24 16:00:00,25089.1124,SELL,25149.1124,24969.1124,2.0,1,2025-07-25 15:00:00,25149.1124,STOP_LOSS,25.0,2.0,10515.7,0.0996
2025-07-25 00:00:00,25077.5858,BUY,25017.5858,25197.5858,2.0,1,2025-07-27 14:00:00,25017.5858,STOP_LOSS,25.0,2.0,10540.7,0.0997
2025-07-25 08:00:00,25065.9351,SELL,25125.9351,24945.9351,2.0,1,2025-07-26 23:00:00,25125.9351,STOP_LOSS,-3.54,2.0,10537.16,-0.0141
2025-07-25 16:00:00,25054.1789,BUY,24994.1789,25174.1789,2.0,1,2025-07-26 14:00:00,24994.1789,STOP_LOSS,25.0,2.0,10562.16,0.0998
2025-07-26 00:00:00,25042.336,SELL,25102.336,24922.336,2.0,1,2025-07-29 21:00:00,25102.336,STOP_LOSS,25.0,2.0,10587.16,0.0998
2025-07-26 08:00:00,25030.4254,BUY,24970.4254,25150.4254,2.0,1,2025-07-29 06:00:00,24970.4254,STOP_LOSS,-3.54,2.0,10583.62,-0.0141
2025-07-26 16:00:00,25018.4661,SELL,25078.4661,24898.4661,2.0,1,2025-07-27 14:00:00,25078.4661,STOP_LOSS,25.0,2.0,10608.62,0.0999
2025-07-27 00:00:00,25006.4773,BUY,24946.4773,25126.4773,2.0,1,2025-07-27 23:00:00,25002.9373,EMA9_SIGNAL,-3.54,2.0,10605.08,-0.0142
2025-07-27 08:00:00,24994.4781,SELL,25054.4781,24874.4781,2.0,1,2025-07-30 10:00:00,24998.0181,EMA9_SIGNAL,-3.54,2.0,10601.54,-0.0142
2025-07-27 16:00:00,24982.4878,BUY,24922.4878,25102.4878,2.0,1,2025-07-29 23:00:00,24978.9478,EMA9_SIGNAL,-3.54,2.0,10598.0,-0.0142
2025-07-28 00:00:00,24970.5254,SELL,25030.5254,24850.5254,2.0,1,2025-07-29 12:00:00,24974.0654,EMA9_SIGNAL,-3.54,2.0,10594.46,-0.0142
2025-07-28 08:00:00,24958.6102,BUY,24898.6102,25078.6102,2.0,1,2025-07-30 03:00:00,24983.6102,EMA9_SIGNAL,25.0,2.0,10619.46,0.1002
2025-07-28 16:00:00,24946.7613,SELL,25006.7613,24826.7613,2.0,1,2025-07-30 10:00:00,24950.3013,EMA9_SIGNAL,-3.54,2.0,10615.92,-0.0142
2025-07-29 00:00:00,24934.9975,BUY,24874.9975,25054.9975,2.0,1,2025-08-01 13:00:00,24931.4575,EMA9_SIGNAL,-3.54,2.0,10612.38,-0.0142
2025-07-29 08:00:00,24923.3377,SELL,24983.3377,24803.3377,2.0,1,2025-07-29 12:00:00,24926.8777,EMA9_SIGNAL,-3.54,2.0,10608.84,-0.0142
2025-07-29 16:00:00,24911.8005,BUY,24851.8005,25031.8005,2.0,1,2025-07-30 06:00:00,24936.8005,EMA9_SIGNAL,25.0,2.0,10633.84,0.1004
2025-07-30 00:00:00,24900.4044,SELL,24960.4044,24780.4044,2.0,1,2025-08-02 23:00:00,24903.9444,EMA9_SIGNAL,-3.54,2.0,10630.3,-0.0142
2025-07-30 08:00:00,24889.1677,BUY,24829.1677,25009.1677,2.0,1,2025-08-01 20:00:00,24885.6277,EMA9_SIGNAL,-3.54,2.0,10626.76,-0.0142
2025-07-30 16:00:00,24878.1083,SELL,24938.1083,24758.1083,2.0,1,2025-08-03 12:00:00,24881.6483,EMA9_SIGNAL,-3.54,2.0,10623.22,-0.0142
2025-07-31 00:00:00,24867.2439,BUY,24807.2439,24987.2439,2.0,1,2025-08-02 05:00:00,24863.7039,EMA9_SIGNAL,-3.54,2.0,10619.68,-0.0142
2025-07-31 08:00:00,24856.5918,SELL,24916.5918,24736.5918,2.0,1,2025-08-01 10:00:00,24860.1318,EMA9_SIGNAL,-3.54,2.0,10616.14,-0.0142
2025-07-31 16:00:00,24846.1692,BUY,24786.1692,24966.1692,2.0,1,2025-08-02 02:00:00,24871.1692,EMA9_SIGNAL,25.0,2.0,10641.14,0.1006
2025-08-01 00:00:00,24835.9927,SELL,24895.9927,24715.9927,2.0,1,2025-08-02 21:00:00,24810.9927,EMA9_SIGNAL,25.0,2.0,10666.14,0.1007
2025-08-01 08:00:00,24826.0785,BUY,24766.0785,24946.0785,2.0,1,2025-08-01 18:00:00,24822.5385,EMA9_SIGNAL,-3.54,2.0,10662.6,-0.0143
2025-08-01 16:00:00,24816.4426,SELL,24876.4426,24696.4426,2.0,1,2025-08-02 11:00:00,24819.9826,EMA9_SIGNAL,-3.54,2.0,10659.06,-0.0143
2025-08-02 00:00:00,24807.1004,BUY,24747.1004,24927.1004,2.0,1,2025-08-05 21:00:00,24832.1004,EMA9_SIGNAL,25.0,2.0,10684.06,0.1008
2025-08-02 08:00:00,24798.0667,SELL,24858.0667,24678.0667,2.0,1,2025-08-04 23:00:00,24773.0667,EMA9_SIGNAL,25.0,2.0,10709.06,0.1008
2025-08-02 16:00:00,24789.3561,BUY,24729.3561,24909.3561,2.0,1,2025-08-02 21:00:00,24785.8161,EMA9_SIGNAL,-3.54,2.0,10705.52,-0.0143
2025-08-03 00:00:00,24780.9825,SELL,24840.9825,24660.9825,2.0,1,2025-08-03 04:00:00,24784.5225,EMA9_SIGNAL,-3.54,2.0,10701.98,-0.0143
2025-08-03 08:00:00,24772.9593,BUY,24712.9593,24892.9593,2.0,1,2025-08-05 11:00:00,24797.9593,EMA9_SIGNAL,25.0,2.0,10726.98,0.1009
2025-08-03 16:00:00,24765.2992,SELL,24825.2992,24645.2992,2.0,1,2025-08-04 07:00:00,24740.2992,EMA9_SIGNAL,25.0,2.0,10751.98,0.1009
2025-08-04 00:00:00,24758.0147,BUY,24698.0147,24878.0147,2.0,1,2025-08-07 00:00:00,24783.0147,EMA9_SIGNAL,25.0,2.0,10776.98,0.101
2025-08-04 08:00:00,24751.1172,SELL,24811.1172,24631.1172,2.0,1,2025-08-06 00:00:00,24726.1172,EMA9_SIGNAL,25.0,2.0,10801.98,0.101
2025-08-04 16:00:00,24744.618,BUY,24684.618,24864.618,2.0,1,2025-08-06 03:00:00,24741.078,EMA9_SIGNAL,-3.54,2.0,10798.44,-0.0143
2025-08-05 00:00:00,24738.5273,SELL,24798.5273,24618.5273,2.0,1,2025-08-05 12:00:00,24742.0673,EMA9_SIGNAL,-3.54,2.0,10794.9,-0.0143
2025-08-05 08:00:00,24732.8549,BUY,24672.8549,24852.8549,2.0,1,2025-08-06 06:00:00,24729.3149,EMA9_SIGNAL,-3.54,2.0,10791.36,-0.0143
2025-08-05 16:00:00,24727.6098,SELL,24787.6098,24607.6098,2.0,1,2025-08-07 19:00:00,24731.1498,EMA9_SIGNAL,-3.54,2.0,10787.82,-0.0143
2025-08-06 00:00:00,24722.8006,BUY,24662.8006,24842.8006,2.0,1,2025-08-09 11:00:00,24719.2606,EMA9_SIGNAL,-3.54,2.0,10784.28,-0.0143
2025-08-06 08:00:00,24718.4347,SELL,24778.4347,24598.4347,2.0,1,2025-08-06 14:00:00,24721.9747,EMA9_SIGNAL,-3.54,2.0,10780.74,-0.0143
2025-08-06 16:00:00,24714.5194,BUY,24654.5194,24834.5194,2.0,1,2025-08-07 15:00:00,24710.9794,EMA9_SIGNAL,-3.54,2.0,10777.2,-0.0143
2025-08-07 00:00:00,24711.0607,SELL,24771.0607,24591.0607,2.0,1,2025-08-08 03:00:00,24686.0607,EMA9_SIGNAL,25.0,2.0,10802.2,0.1012
2025-08-07 08:00:00,24708.0643,BUY,24648.0643,24828.0643,2.0,1,2025-08-09 17:00:00,24733.0643,EMA9_SIGNAL,25.0,2.0,10827.2,0.1012
2025-08-07 16:00:00,24705.5349,SELL,24765.5349,24585.5349,2.0,1,2025-08-09 04:00:00,24680.5349,EMA9_SIGNAL,25.0,2.0,10852.2,0.1012
2025-08-08 00:00:00,24703.4766,BUY,24643.4766,24823.4766,2.0,1,2025-08-09 03:00:00,24699.9366,EMA9_SIGNAL,-3.54,2.0,10848.66,-0.0143
2025-08-08 08:00:00,24701.8927,SELL,24761.8927,24581.8927,2.0,1,2025-08-11 14:00:00,24676.8927,EMA9_SIGNAL,25.0,2.0,10873.66,0.1012
2025-08-08 16:00:00,24700.7857,BUY,24640.7857,24820.7857,2.0,1,2025-08-11 19:00:00,24725.7857,EMA9_SIGNAL,25.0,2.0,10898.66,0.1012
2025-08-09 00:00:00,24700.1573,SELL,24760.1573,24580.1573,2.0,1,2025-08-10 15:00:00,24675.1573,EMA9_SIGNAL,25.0,2.0,10923.66,0.1012
2025-08-09 08:00:00,24700.0087,BUY,24640.0087,24820.0087,2.0,1,2025-08-11 01:00:00,24696.4687,EMA9_SIGNAL,-3.54,2.0,10920.12,-0.0143
2025-08-09 16:00:00,24700.34,SELL,24760.34,24580.34,2.0,1,2025-08-13 07:00:00,24703.88,EMA9_SIGNAL,-3.54,2.0,10916.58,-0.0143
2025-08-10 00:00:00,24701.1506,BUY,24641.1506,24821.1506,2.0,1,2025-08-13 20:00:00,24726.1506,EMA9_SIGNAL,25.0,2.0,10941.58,0.1012
2025-08-10 08:00:00,24702.4394,SELL,24762.4394,24582.4394,2.0,1,2025-08-11 12:00:00,24705.9794,EMA9_SIGNAL,-3.54,2.0,10938.04,-0.0143
2025-08-10 16:00:00,24704.2042,BUY,24644.2042,24824.2042,2.0,1,2025-08-11 13:00:00,24700.6642,EMA9_SIGNAL,-3.54,2.0,10934.5,-0.0143
2025-08-11 00:00:00,24706.4422,SELL,24766.4422,24586.4422,2.0,1,2025-08-14 13:00:00,24681.4422,EMA9_SIGNAL,25.0,2.0,10959.5,0.1012
2025-08-11 08:00:00,24709.1498,BUY,24649.1498,24829.1498,2.0,1,2025-08-14 05:00:00,24705.6098,EMA9_SIGNAL,-3.54,2.0,10955.96,-0.0143
2025-08-11 16:00:00,24712.3227,SELL,24772.3227,24592.3227,2.0,1,2025-08-14 01:00:00,24715.8627,EMA9_SIGNAL,-3.54,2.0,10952.42,-0.0143
2025-08-12 00:00:00,24715.9559,BUY,24655.9559,24835.9559,2.0,1,2025-08-13 14:00:00,24712.4159,EMA9_SIGNAL,-3.54,2.0,10948.88,-0.0143
2025-08-12 08:00:00,24720.0434,SELL,24780.0434,24600.0434,2.0,1,2025-08-15 19:00:00,24695.0434,EMA9_SIGNAL,25.0,2.0,10973.88,0.1011
2025-08-12 16:00:00,24724.5789,BUY,24664.5789,24844.5789,2.0,1,2025-08-15 08:00:00,24721.0389,EMA9_SIGNAL,-3.54,2.0,10970.34,-0.0143
2025-08-13 00:00:00,24729.5549,SELL,24789.5549,24609.5549,2.0,1,2025-08-14 20:00:00,24704.5549,EMA9_SIGNAL,25.0,2.0,10995.34,0.1011
2025-08-13 08:00:00,24734.9636,BUY,24674.9636,24854.9636,2.0,1,2025-08-14 20:00:00,24731.4236,EMA9_SIGNAL,-3.54,2.0,10991.8,-0.0143
2025-08-13 16:00:00,24740.7963,SELL,24800.7963,24620.7963,2.0,1,2025-08-16 15:00:00,24715.7963,EMA9_SIGNAL,25.0,2.0,11016.8,0.101
2025-08-14 00:00:00,24747.0437,BUY,24687.0437,24867.0437,2.0,1,2025-08-15 12:00:00,24772.0437,EMA9_SIGNAL,25.0,2.0,11041.8,0.101
2025-08-14 08:00:00,24753.6957,SELL,24813.6957,24633.6957,2.0,1,2025-08-15 01:00:00,24757.2357,EMA9_SIGNAL,-3.54,2.0,11038.26,-0.0143
2025-08-14 16:00:00,24760.7418,BUY,24700.7418,24880.7418,2.0,1,2025-08-15 16:00:00,24785.7418,EMA9_SIGNAL,25.0,2.0,11063.26,0.101
2025-08-15 00:00:00,24768.1707,SELL,24828.1707,24648.1707,2.0,1,2025-08-17 03:00:00,24743.1707,EMA9_SIGNAL,25.0,2.0,11088.26,0.1009
2025-08-15 08:00:00,24775.9704,BUY,24715.9704,24895.9704,2.0,1,2025-08-16 07:00:00,24772.4304,EMA9_SIGNAL,-3.54,2.0,11084.72,-0.0143
2025-08-15 16:00:00,24784.1285,SELL,24844.1285,24664.1285,2.0,1,2025-08-16 03:00:00,24787.6685,EMA9_SIGNAL,-3.54,2.0,11081.18,-0.0143
2025-08-16 00:00:00,24792.632,BUY,24732.632,24912.632,2.0,1,2025-08-16 10:00:00,24817.632,EMA9_SIGNAL,25.0,2.0,11106.18,0.1008
2025-08-16 08:00:00,24801.4672,SELL,24861.4672,24681.4672,2.0,1,2025-08-19 06:00:00,24805.0072,EMA9_SIGNAL,-3.54,2.0,11102.64,-0.0143
2025-08-16 16:00:00,24810.62,BUY,24750.62,24930.62,2.0,1,2025-08-17 12:00:00,24835.62,EMA9_SIGNAL,25.0,2.0,11127.64,0.1008
2025-08-17 00:00:00,24820.0758,SELL,24880.0758,24700.0758,2.0,1,2025-08-18 12:00:00,24795.0758,EMA9_SIGNAL,25.0,2.0,11152.64,0.1007
2025-08-17 08:00:00,24829.8194,BUY,24769.8194,24949.8194,2.0,1,2025-08-19 11:00:00,24826.2794,EMA9_SIGNAL,-3.54,2.0,11149.1,-0.0143
2025-08-17 16:00:00,24839.8353,SELL,24899.8353,24719.8353,2.0,1,2025-08-20 23:00:00,24843.3753,EMA9_SIGNAL,-3.54,2.0,11145.56,-0.0143
2025-08-18 00:00:00,24850.1074,BUY,24790.1074,24970.1074,2.0,1,2025-08-20 14:00:00,24846.5674,EMA9_SIGNAL,-3.54,2.0,11142.02,-0.0142
2025-08-18 08:00:00,24860.6193,SELL,24920.6193,24740.6193,2.0,1,2025-08-22 01:00:00,24864.1593,EMA9_SIGNAL,-3.54,2.0,11138.48,-0.0142
2025-08-18 16:00:00,24871.3542,BUY,24811.3542,24991.3542,2.0,1,2025-08-19 17:00:00,24867.8142,EMA9_SIGNAL,-3.54,2.0,11134.94,-0.0142
2025-08-19 00:00:00,24882.2949,SELL,24942.2949,24762.2949,2.0,1,2025-08-20 09:00:00,24885.8349,EMA9_SIGNAL,-3.54,2.0,11131.4,-0.0142
2025-08-19 08:00:00,24893.4239,BUY,24833.4239,25013.4239,2.0,1,2025-08-21 01:00:00,24889.8839,EMA9_SIGNAL,-3.54,2.0,11127.86,-0.0142
2025-08-19 16:00:00,24904.7234,SELL,24964.7234,24784.7234,2.0,1,2025-08-21 22:00:00,24908.2634,EMA9_SIGNAL,-3.54,2.0,11124.32,-0.0142
2025-08-20 00:00:00,24916.1754,BUY,24856.1754,25036.1754,2.0,1,2025-08-22 09:00:00,24941.1754,EMA9_SIGNAL,25.0,2.0,11149.32,0.1003
2025-08-20 08:00:00,24927.7614,SELL,24987.7614,24807.7614,2.0,1,2025-08-20 19:00:00,24931.3014,EMA9_SIGNAL,-3.54,2.0,11145.78,-0.0142
